gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ZNF777	588536	467	17	234000	67920	0	3	0	0	50	6	2236440	1.119920e-01	1
PCP2	611341	384	33	39880	11240	0	1	0	0	50	2	2327040	1.121400e-01	1
UBE2J2	2050211	196	28	80560	21920	0	2	1	0	50	9	2406960	1.121432e-01	1
GLT8D2	1193959	281	37	103960	26360	0	1	0	0	50	5	2161600	1.127385e-01	1
NPAS4	1963418	182	55	223080	69360	0	3	1	0	50	7	2357840	1.129047e-01	1
MBD6	1347795	303	44	266240	100480	0	2	0	0	28	3	2337440	1.129062e-01	1
RGP1	922448	190	48	121320	38400	0	1	0	0	48	4	2369400	1.131333e-01	1
TMBIM1	730654	197	33	91000	26600	0	1	0	0	50	6	2079680	1.131534e-01	1
LIMD2	935285	319	8	38360	9640	0	1	0	0	50	1	1760520	1.134806e-01	1
HRCT1	853975	298	55	31120	10880	0	1	0	0	50	4	1930920	1.135553e-01	1
IFNGR2	868693	182	68	96960	27600	0	1	0	0	50	5	2017280	1.137464e-01	1
PFDN6	1456953	262	30	38400	10800	0	1	0	0	50	3	2353400	1.139137e-01	1
CRX	881316	336	39	82760	26680	0	2	0	0	50	9	2528640	1.140437e-01	1
FBLIM1	752403	174	29	127320	38640	0	1	0	0	50	4	2568200	1.144301e-01	1
TWISTNB	168714	941	-11	97560	26160	0	1	0	0	50	6	2268960	1.145543e-01	1
GPR173	878367	NaN	63	102760	32360	0	2	0	0	50	6	2330840	1.145883e-01	1
PSG5	307971	178	-25	95560	27800	0	4	0	0	50	7	2396680	1.146945e-01	1
PIWIL1	224466	621	-26	253000	66920	0	2	0	0	50	7	2955960	1.147695e-01	1
MDK	817153	212	45	42480	11160	0	1	0	0	50	4	2521000	1.149425e-01	1
FOXD4	230380	398	-4	117480	40920	0	2	0	0	50	4	2355360	1.149953e-01	1
PSME3	1633092	190	33	81200	20080	0	2	0	0	50	8	2288920	1.159086e-01	1
HIST1H4C	398813	636	53	28040	9640	0	1	0	0	41	1	1317400	1.162295e-01	1
NKD1	307084	646	-6	135040	38840	0	1	0	0	50	4	2606200	1.164026e-01	1
EIF3D	1184089	359	38	164280	40080	0	1	0	0	50	1	2365160	1.166542e-01	1
STEAP3	176742	558	14	137160	44400	0	1	0	0	50	2	2139560	1.167119e-01	1
VEPH1	202651	739	5	254240	65920	0	2	0	0	50	4	2402600	1.169838e-01	1
CRB1	212549	428	-23	405760	106040	0	4	0	0	50	9	2927720	1.173803e-01	1
TCL1B	256627	582	30	37440	10680	0	1	0	0	50	4	2424640	1.179731e-01	1
NTN1	128482	632	-7	172200	48480	0	2	0	0	50	3	2984560	1.180037e-01	1
POLR3E	483001	235	50	208640	56200	0	2	1	0	50	5	2048800	1.180723e-01	1
LIPF	145689	327	40	118440	29520	0	1	0	0	50	4	2277640	1.183837e-01	1
AMMECR1L	588745	248	39	88960	25880	0	1	0	0	50	10	2480320	1.187690e-01	1
APOA4	419339	326	36	111760	32120	0	1	0	0	50	5	2376920	1.190822e-01	1
OR8H2	9992	1007	-32	86480	25960	0	1	0	0	50	12	2531960	1.193122e-01	1
POU3F2	171189	927	-7	121840	38000	0	1	0	0	50	4	2233640	1.193176e-01	1
NMNAT2	769970	465	13	98640	25680	0	1	0	0	50	4	1828040	1.197885e-01	1
P2RY4	161347	NaN	27	98480	33280	0	2	0	0	50	8	2544440	1.200217e-01	1
GRIN1	1722012	202	36	282840	80880	0	2	0	0	50	4	2547960	1.201858e-01	1
DCLRE1C	255711	396	38	203560	52400	0	2	1	0	50	6	2315400	1.204071e-01	1
SEPT2	1242448	383	24	108920	27160	0	1	0	0	50	7	2440440	1.204676e-01	1
BMPR1B	119865	642	-15	147360	38520	0	1	0	0	50	4	2870440	1.207126e-01	1
PDK1	417145	365	23	127600	34760	0	2	0	0	50	3	2277160	1.207507e-01	1
SPINK13	72574	418	-9	29600	6520	0	1	0	0	40	5	1782440	1.207850e-01	1
SPDYC	3317462	168	54	84960	23640	0	1	0	0	50	8	2199360	1.209109e-01	1
MMEL1	323457	335	30	230640	61440	0	4	0	0	50	6	2262600	1.211520e-01	1
PPAP2B	39932	563	7	89800	24920	0	2	0	0	50	13	3129040	1.214888e-01	1
SGOL2	555530	248	24	374840	85480	0	3	0	0	50	2	2291160	1.215348e-01	1
UFC1	728669	234	37	49960	12920	0	1	0	0	50	2	2531280	1.217786e-01	1
SNRPD2	950605	194	45	34880	9160	0	1	0	0	50	4	2137000	1.218170e-01	1
LCLAT1	140581	648	21	121800	30480	0	2	0	0	50	5	2526280	1.219456e-01	1
C6orf106	920583	132	31	86440	23120	0	1	0	0	50	7	2066720	1.220138e-01	1
XPOT	466767	402	-15	284600	73600	0	3	0	0	50	8	2360680	1.221199e-01	1
EIF3E	187290	965	6	134480	32080	0	2	1	0	36	7	1477360	1.223928e-01	1
ZIC3	12849	NaN	-2	131040	38400	0	2	0	0	50	15	2092680	1.227268e-01	1
PNPLA5	157623	473	13	122320	36320	0	1	0	0	50	6	2534040	1.228906e-01	1
CHAD	1332860	200	23	100040	31240	0	1	0	0	50	12	2716680	1.230707e-01	1
HS6ST1	406221	635	24	114080	34960	0	2	0	0	50	5	2339200	1.235657e-01	1
ILDR2	261602	681	-9	182760	52200	0	3	0	0	50	3	2908480	1.236907e-01	1
PKP3	1830414	344	53	220400	72880	0	2	0	0	50	6	2298000	1.238543e-01	1
DUSP8	NaN	NaN	NaN	169400	58360	0	1	0	0	50	11	4512920	1.240545e-01	1
CPB2	354901	679	53	126760	30920	0	2	0	0	50	2	1954080	1.240609e-01	1
TSPYL5	387608	610	-13	114520	35960	0	2	0	0	50	2	1769280	1.242416e-01	1
UVRAG	520479	503	32	202320	56400	0	3	0	0	50	3	2766160	1.246638e-01	1
CSNK1G1	743794	263	43	124680	32400	0	1	0	0	50	5	2456520	1.246717e-01	1
OTUD3	437659	348	22	117040	29960	0	1	0	0	50	4	2101320	1.248182e-01	1
EDAR	358833	424	14	130800	36120	0	1	0	0	50	4	2322120	1.250908e-01	1
TIMM10	923775	197	9	27040	6680	0	1	0	0	50	5	2074400	1.253119e-01	1
GAL	780720	354	49	36160	10640	0	1	0	0	50	6	2409440	1.255618e-01	1
CAPS	1166723	392	36	54720	16080	0	1	0	0	50	0	2018560	1.255750e-01	1
EIF2S1	484235	291	32	93360	23640	0	3	0	0	50	8	1996760	1.255787e-01	1
MS4A14	433906	899	24	193880	52840	0	2	0	0	50	6	2057240	1.256609e-01	1
ELMO3	1109491	150	46	222200	65800	0	2	0	0	50	5	2143280	1.259859e-01	1
KLK15	655673	589	25	72640	22040	0	1	0	0	50	17	2769000	1.260614e-01	1
CX3CL1	749108	159	39	108960	35520	0	2	0	0	50	4	2064440	1.262786e-01	1
UPF3B	762240	NaN	61	146160	33120	0	1	0	0	50	2	2224960	1.265262e-01	1
TRIM9	373925	516	17	207480	58560	0	2	0	0	50	1	2731920	1.269547e-01	1
INPP5A	155331	452	12	125720	30640	0	1	0	0	50	6	2515200	1.271071e-01	1
EPC1	511962	189	15	241760	66280	0	2	0	0	50	6	2478520	1.272563e-01	1
DNM1L	307288	308	-5	214400	60040	0	1	0	0	50	1	2874440	1.272770e-01	1
CPSF4	1327454	288	60	80920	19640	0	1	0	0	50	9	1935160	1.275584e-01	1
RHOBTB1	99491	403	-13	201320	53920	0	2	0	0	50	7	2607080	1.275868e-01	1
CGA	209764	625	-3	34480	9080	0	1	0	0	50	6	2328440	1.282236e-01	1
S100Z	246938	418	21	30280	7160	0	1	0	0	50	6	2293280	1.283331e-01	1
ITGA8	110825	853	-3	313720	83480	0	2	0	0	50	2	2260840	1.284070e-01	1
PCSK4	2352825	221	38	212560	66560	0	4	0	0	50	7	2059520	1.287206e-01	1
SEMG1	842540	324	25	133840	34040	0	1	0	0	50	5	2563240	1.288806e-01	1
EVC2	69455	688	19	375320	106240	0	2	0	0	42	0	2002760	1.288858e-01	1
C12orf61	299026	359	3	34440	13320	0	1	0	0	50	6	2568040	1.289810e-01	1
POLG	636068	420	24	355280	101200	0	2	0	0	50	3	2771520	1.296209e-01	1
QPCTL	939821	180	44	104480	36280	0	2	0	0	50	5	2082160	1.297752e-01	1
CCNF	2161773	309	44	226440	64800	0	2	0	0	50	6	2281920	1.298739e-01	1
TCEAL7	455954	NaN	17	30000	6840	0	1	0	0	49	5	2258080	1.299918e-01	1
NDUFB4	317876	449	0	40320	11760	0	1	0	0	50	4	2610160	1.301017e-01	1
FAM49A	8240	1427	-4	97520	23920	0	2	0	0	50	10	2473520	1.301801e-01	1
GLRA4	485629	NaN	43	140520	36960	0	1	0	0	50	2	2063720	1.306118e-01	1
OR7D2	311030	471	-63	86040	26640	0	2	0	0	42	12	2783320	1.307310e-01	1
HLA-DMB	1276842	431	40	75520	21920	0	2	0	0	50	12	2384080	1.308151e-01	1
ARID1A	975965	182	27	639920	192160	0	10	0	0	12	3	946760	1.312264e-01	1
C7orf41	656945	411	31	39080	9400	0	1	0	0	50	2	1963600	1.319925e-01	1
PORCN	726793	NaN	2	133680	39360	0	2	0	0	50	5	2536560	1.325266e-01	1
KIR2DL1	NaN	NaN	NaN	100800	28440	0	1	1	0	28	2	1492760	1.326765e-01	1
SCN10A	304612	680	21	560520	156720	0	4	1	0	50	9	2931680	1.328627e-01	1
SLC16A5	1311590	159	28	140240	44320	0	2	0	0	50	6	2780040	1.331632e-01	1
STX18	140686	633	44	100880	25120	0	1	0	0	50	4	1714920	1.335599e-01	1
RHOA	1623187	201	33	56760	15000	0	2	0	0	50	8	2203520	1.335935e-01	1
SNURF	233460	1194	-44	21680	5920	0	1	0	0	50	17	2634480	1.341048e-01	1
TMEM180	871726	178	41	143280	47040	0	1	0	0	50	4	2425440	1.341545e-01	1
MED9	915530	220	-3	41880	11760	0	1	0	0	50	2	1900720	1.342054e-01	1
SELK	128709	552	39	28800	7320	0	1	0	0	50	4	1917080	1.345642e-01	1
FAM71B	166999	1198	18	168520	50360	0	2	0	0	50	1	2163400	1.347312e-01	1
MRPL20	1736268	273	28	43320	12360	0	1	0	0	50	4	2358000	1.349228e-01	1
KMO	171933	382	-17	145760	36520	0	1	0	0	50	3	2364960	1.350040e-01	1
RASSF1	843769	206	51	111000	33480	0	2	0	0	50	6	2300320	1.351504e-01	1
CST2	159399	889	-45	40920	11400	0	1	0	0	50	2	1890680	1.351556e-01	1
ZNF645	91162	NaN	2	119960	33640	0	2	0	0	50	7	2543840	1.352617e-01	1
PARP6	1129780	260	47	187840	49400	0	2	0	0	50	9	2789000	1.353953e-01	1
AKNAD1	801073	236	8	245600	62560	0	2	0	0	50	5	2334800	1.355822e-01	1
ACTRT1	938	NaN	-35	104800	30920	0	2	0	0	50	10	2709200	1.357613e-01	1
ABHD12	608597	348	-3	122760	33840	0	1	0	0	50	4	2146640	1.359371e-01	1
LMBR1L	1955973	214	60	140640	43440	0	1	0	0	50	7	2968120	1.367674e-01	1
RNF135	585832	178	25	130400	35680	0	1	0	0	47	5	2332800	1.373332e-01	1
LRP5	830388	241	53	458320	134240	0	4	0	0	50	5	2335360	1.378183e-01	1
CXorf58	528624	NaN	37	98680	25040	0	1	0	0	50	10	2473960	1.380536e-01	1
KIF17	632832	208	35	291480	86040	0	2	0	0	50	4	2496160	1.381102e-01	1
HIST1H4E	390169	544	57	27880	9800	0	1	0	0	50	5	1557600	1.383344e-01	1
PSMB8	1253457	401	26	91240	27560	0	2	0	0	50	8	2142360	1.386664e-01	1
FNDC3B	327135	466	25	349440	96360	0	2	2	0	50	9	2660360	1.387794e-01	1
TGFB3	226588	582	34	118760	32800	0	2	1	0	50	5	2242920	1.387979e-01	1
FAM53C	1312427	273	36	108160	34760	0	1	0	0	50	10	2526480	1.389192e-01	1
CYP11B2	447193	438	36	143320	42200	0	1	0	0	50	4	2345560	1.391588e-01	1
PHF6	271272	NaN	47	120520	28400	0	1	0	0	50	8	2471840	1.393694e-01	1
SPDYA	481869	238	32	94760	22480	0	1	0	0	50	7	2067200	1.396051e-01	1
BCCIP	206845	738	-4	114920	29200	0	1	0	0	50	6	2204920	1.397656e-01	1
GABRR1	398929	446	29	140840	36280	0	1	0	0	50	6	2845800	1.398915e-01	1
TMEM60	253754	795	28	37880	10840	0	1	0	0	50	6	2294240	1.402891e-01	1
STK11	2214581	234	29	125840	34720	0	1	1	0	50	6	2301760	1.404004e-01	1
CRYBG3	123806	723	-0	300360	76800	0	3	1	0	50	6	2656320	1.410465e-01	1
MPV17	1245306	182	52	51840	15240	0	1	0	0	17	3	766280	1.411729e-01	1
CHTF8	1179391	201	24	34680	10680	0	1	0	0	50	8	2477560	1.413947e-01	1
EPHX4	260329	242	1	105400	28160	0	1	0	0	50	9	2443160	1.415230e-01	1
LYPD3	368705	182	-29	95800	31040	0	2	0	0	50	9	2432480	1.417191e-01	1
RGS13	306250	526	-13	49080	10440	0	1	0	0	50	3	2514360	1.417485e-01	1
HOXD3	245316	874	13	119640	37200	0	1	0	0	50	5	2019440	1.418103e-01	1
PPM1J	559669	325	27	140800	45920	0	1	0	0	50	5	2602280	1.418910e-01	1
DRD1	178213	729	14	123040	37880	0	1	0	0	50	6	2448480	1.419521e-01	1
GPBP1	177326	375	19	142920	35520	0	2	1	0	50	3	2294000	1.421173e-01	1
HOMER2	457445	683	24	105000	26640	0	2	0	0	50	7	2441840	1.422570e-01	1
NUDC	1025094	188	34	98720	24640	0	1	0	0	50	8	2074560	1.424204e-01	1
ZNF563	1744621	671	-8	140400	32760	0	3	0	0	50	12	2694480	1.425021e-01	1
LRRC31	404285	689	13	160720	42440	0	3	0	0	50	4	2396400	1.425426e-01	1
LLPH	243040	696	5	39200	8560	0	1	0	0	50	8	2382640	1.427340e-01	1
SIRPA	467799	486	41	142840	42800	0	1	0	0	50	5	2601320	1.433659e-01	1
NUPL1	331109	381	37	171080	52120	0	3	0	0	50	8	2377240	1.436172e-01	1
HIST1H2BC	398813	636	53	35120	10840	0	1	0	0	41	1	1317400	1.438254e-01	1
TADA2B	459652	426	70	118320	33720	0	1	0	0	50	6	2171280	1.438437e-01	1
CDK10	1090549	219	38	111000	30840	0	1	0	0	50	5	1859760	1.441181e-01	1
CSTB	919787	170	68	29120	7480	0	1	0	0	50	9	2187640	1.442798e-01	1
IL1R1	232947	522	20	167840	42160	0	1	0	0	50	3	2426760	1.444988e-01	1
RNF7	406166	406	29	36360	5640	0	1	0	0	50	7	2571640	1.445515e-01	1
BRS3	374989	NaN	23	111640	33560	0	2	0	0	50	8	2590440	1.447008e-01	1
CPLX4	293564	549	20	48480	10440	0	1	0	0	42	2	2116960	1.448005e-01	1
C2orf40	99910	798	-0	43440	11640	0	1	0	0	50	5	2377760	1.448009e-01	1
OR4P4	1295	1091	-20	88560	24000	0	1	0	0	50	13	2153120	1.451865e-01	1
PROX1	347543	799	-22	209880	57720	0	4	0	0	50	2	1736920	1.452620e-01	1
CCDC91	96900	922	-5	132600	32040	0	1	0	0	50	4	2083400	1.453629e-01	1
RPL27	1507064	201	26	40640	10840	0	1	0	0	50	3	1979560	1.454177e-01	1
C9orf163	1413299	233	44	54520	18920	0	1	0	0	50	4	2647640	1.454473e-01	1
SENP5	766452	258	33	221120	55360	0	2	0	0	50	0	2282960	1.454783e-01	1
ARHGAP30	689033	250	23	308960	93040	0	5	1	0	50	4	2142760	1.456556e-01	1
ELK4	721075	230	34	133560	40200	0	1	0	0	50	4	2108920	1.456820e-01	1
ABR	1346718	270	22	265120	71720	0	2	0	0	50	5	2259760	1.457159e-01	1
PKNOX1	434727	131	65	127840	34280	0	3	0	0	50	5	2398440	1.457320e-01	1
SEPT6	656561	NaN	61	130560	33000	0	2	0	0	50	4	2200440	1.462154e-01	1
PDK4	195488	393	-3	120880	32240	0	1	0	0	50	8	2482680	1.469402e-01	1
TUBA8	519135	179	19	127480	36680	0	1	0	0	50	5	2117280	1.469434e-01	1
S100A7A	1140044	401	32	30600	7080	0	1	0	0	50	5	1917600	1.469546e-01	1
NR2E1	334933	436	35	110960	31840	0	2	0	0	50	6	2195920	1.469955e-01	1
SEPT12	706891	195	33	104400	29160	0	2	0	0	50	7	2189880	1.472949e-01	1
DMKN	954618	367	35	168560	48400	0	1	0	0	50	2	2232720	1.476321e-01	1
ZNF343	652241	477	33	172920	44520	0	1	0	0	50	4	2698360	1.478776e-01	1
HIST1H2BD	398813	636	53	35840	10840	0	1	0	0	41	1	1317400	1.479729e-01	1
MAGEH1	140844	NaN	-23	61080	18120	0	1	0	0	50	2	2682160	1.483093e-01	1
GGH	137738	789	-12	95120	23560	0	2	0	0	40	9	2242680	1.486205e-01	1
SSTR1	49574	544	-46	106840	34280	0	1	0	0	50	10	2547680	1.486310e-01	1
SPANXN2	4811	NaN	-27	52360	13520	0	2	0	0	50	16	3227040	1.486700e-01	1
CLCN5	75681	NaN	26	233720	66160	0	2	0	0	50	6	2447840	1.486830e-01	1
OR2L3	20939	1015	-27	86520	26160	0	2	0	0	50	12	2545400	1.489107e-01	1
CCL20	161901	296	7	29400	7200	0	1	0	0	50	10	2091720	1.494969e-01	1
C17orf62	2583801	179	20	55320	15240	0	1	0	0	50	6	2994000	1.496730e-01	1
LIMK1	1047202	219	52	187200	53280	0	2	0	0	50	6	2185600	1.496946e-01	1
PGD	712477	383	24	141600	38640	0	2	0	0	50	8	3276480	1.497169e-01	1
IGFL4	997099	261	31	37200	9480	0	1	0	0	50	10	2513160	1.500718e-01	1
SPATA19	270077	622	-14	50440	13160	0	1	0	0	50	1	1947040	1.502127e-01	1
CHGA	325312	387	30	132120	36120	0	1	0	0	50	5	2423360	1.505246e-01	1
OAS1	621550	527	22	134960	35200	0	2	0	0	50	4	2211120	1.508644e-01	1
PLD5	75320	854	-18	131880	32640	0	2	0	0	50	5	2342840	1.508755e-01	1
ABHD14B	1045639	224	36	58200	19200	0	1	1	0	26	3	805160	1.509834e-01	1
NCF4	1261877	537	50	121680	33960	0	1	0	0	50	13	3392760	1.511172e-01	1
DEPDC4	184616	650	3	86280	22080	0	2	0	0	50	10	2290080	1.511438e-01	1
MAGEC3	17504	NaN	-11	219960	59400	0	2	0	0	50	16	3653880	1.513727e-01	1
VRK1	313555	715	13	120480	28200	0	2	0	0	50	5	2205720	1.513915e-01	1
KCNA1	260795	903	12	138720	39840	0	2	0	0	50	4	2282240	1.514637e-01	1
RAB22A	841935	330	18	57920	15160	0	1	0	0	50	20	2123680	1.518648e-01	1
ZNF737	NaN	NaN	NaN	156280	38480	0	2	1	0	50	12	4493040	1.525568e-01	1
C3orf14	213716	935	-3	38640	9720	0	1	0	0	50	6	2416400	1.532122e-01	1
PHPT1	1921909	176	44	43160	10240	0	1	0	0	50	4	2336120	1.534464e-01	1
ACP6	NaN	NaN	NaN	124960	34040	0	2	1	0	30	3	1793560	1.534820e-01	1
SNX8	806717	291	44	134560	38480	0	1	0	0	50	5	2318640	1.535086e-01	1
ZSCAN21	1503181	254	41	136240	35840	0	2	0	0	50	8	3058840	1.539505e-01	1
PITX2	64585	758	-15	109800	31440	0	1	0	0	50	12	2659240	1.540998e-01	1
AIM2	97976	866	8	99880	26360	0	2	0	0	50	10	2518600	1.545430e-01	1
MYCBP	524940	458	24	31880	7720	0	1	0	0	50	8	2099240	1.557386e-01	1
SPRR3	426723	748	28	47360	14320	0	1	0	0	50	5	2276400	1.561592e-01	1
SERPINA3	316239	858	10	120280	34280	0	2	1	0	50	5	2075480	1.562053e-01	1
MRPL18	652619	453	26	51520	15080	0	1	0	0	50	3	2404720	1.564201e-01	1
RHOT2	1207790	194	33	178360	53360	0	2	0	0	50	3	2529080	1.567752e-01	1
CT45A5	246199	NaN	26	56280	14040	0	1	0	0	50	5	2852280	1.574253e-01	1
NTN4	461515	237	7	183080	47680	0	1	0	0	50	5	2841640	1.578948e-01	1
UTP14C	385945	461	41	217000	59120	0	3	0	0	50	4	2526840	1.580389e-01	1
EIF2A	436939	347	24	172600	44840	0	1	0	0	50	2	2127560	1.581105e-01	1
MTDH	605177	163	38	167920	47240	0	3	0	0	50	4	2443360	1.581312e-01	1
ANKRD37	173409	422	20	46840	12680	0	1	0	0	50	5	2157360	1.583128e-01	1
ABCC3	1585602	196	18	439320	135240	0	3	0	0	39	4	2422800	1.583407e-01	1
LNP1	376655	410	13	52840	13040	0	1	0	0	50	5	2848800	1.584211e-01	1
CLIC5	62331	701	13	125000	33160	0	1	1	0	50	8	2313880	1.587180e-01	1
ZNF814	NaN	NaN	NaN	249000	60120	0	3	1	0	50	12	4514680	1.589368e-01	1
LCMT1	273088	418	23	99920	25480	0	2	0	0	50	7	2019920	1.594062e-01	1
TNFAIP8L1	921603	203	35	50640	17160	0	1	0	0	50	4	2406760	1.594128e-01	1
AKIRIN1	681587	318	30	55800	15600	0	1	0	0	50	3	2538800	1.594363e-01	1
ALCAM	165047	784	-3	172760	44680	0	2	0	0	50	3	2422640	1.595573e-01	1
HLA-A	983517	596	36	105160	30200	0	1	0	0	50	7	2061600	1.595626e-01	1
WDR65	1068006	294	30	200960	55840	0	3	0	0	50	6	2280840	1.603104e-01	1
PNMA1	600464	191	47	98360	29080	0	5	0	0	50	9	2346920	1.604007e-01	1
NR2C2AP	940952	232	17	41280	11280	0	1	0	0	50	9	2319680	1.615297e-01	1
SLC39A5	2878071	171	46	146200	53600	0	3	1	0	50	7	2747200	1.618711e-01	1
MS4A13	337606	859	15	45200	12280	0	1	0	0	50	6	2008640	1.619202e-01	1
C12orf63	152762	629	-4	351560	92440	0	2	0	0	50	3	2458960	1.620772e-01	1
C3orf79	55177	914	-4	29880	7680	0	1	0	0	50	10	2179840	1.622997e-01	1
H2AFX	1390854	195	58	37920	14160	0	1	0	0	50	7	1932040	1.623326e-01	1
HIST1H2BJ	227588	622	29	35440	10760	0	1	0	0	45	8	1875040	1.623498e-01	1
SYNGR4	1478750	217	36	66480	19800	0	1	0	0	50	7	3514440	1.632615e-01	1
POLR1C	1278255	230	56	111000	31320	0	2	0	0	40	5	1894240	1.633128e-01	1
EPHA5	57073	706	-19	299560	82280	0	2	1	0	50	15	2578400	1.634811e-01	1
ISG15	1971475	239	15	45520	14960	0	1	0	0	50	11	2865400	1.635503e-01	1
PIGW	416822	556	23	140080	42200	0	1	0	0	50	10	3104880	1.636197e-01	1
TMEM196	187539	874	-4	49280	14680	0	1	0	0	50	3	2074040	1.636755e-01	1
WSB2	639801	584	-3	117160	32720	0	1	0	0	50	11	2828040	1.638009e-01	1
ZNF157	792781	NaN	29	146800	37400	0	2	0	0	50	3	2107800	1.638610e-01	1
ATG7	184628	425	30	206160	55920	0	1	0	0	50	4	2913720	1.639027e-01	1
SERPINB6	446135	201	44	110400	28200	0	2	0	0	50	6	2057320	1.648916e-01	1
H2BFWT	439642	NaN	30	48760	15800	0	1	0	0	50	5	2275920	1.650828e-01	1
BTNL3	893236	602	29	134480	37000	0	1	0	0	50	9	2673400	1.652957e-01	1
ADAD1	227942	612	-14	169200	44040	0	2	0	0	50	2	2045760	1.654856e-01	1
OR4A16	1067	1102	-42	91560	26640	0	2	0	0	50	11	2238880	1.655093e-01	1
BZW2	326035	468	-15	124960	31520	0	2	0	0	50	4	2245560	1.656335e-01	1
TMCC2	690215	169	34	195920	61600	0	2	0	0	50	7	2410640	1.658569e-01	1
SLC4A1AP	1116452	205	37	231640	61520	0	2	0	0	50	4	2108120	1.660267e-01	1
ELL	1389540	259	45	176400	53040	0	1	0	0	43	3	2268360	1.660872e-01	1
MLLT3	85091	575	14	169720	39920	0	1	0	0	50	4	2529600	1.660874e-01	1
BTN2A2	378286	330	51	149320	42680	0	1	0	0	50	6	2374480	1.664316e-01	1
BBS12	134067	172	14	199560	56880	0	2	0	0	50	1	2124760	1.665333e-01	1
LYPD5	464802	286	11	71200	21680	0	1	0	0	50	2	2580240	1.668645e-01	1
CYP2C9	278564	721	-15	143120	37720	0	2	0	0	50	3	1952200	1.668665e-01	1
NUP54	525212	403	38	147720	40440	0	1	0	0	50	6	2340960	1.678058e-01	1
CPN1	1067171	188	51	132520	36560	0	2	0	0	50	5	2170040	1.678308e-01	1
ZNF385A	664708	190	45	106840	36080	0	2	1	0	50	11	2506520	1.678989e-01	1
TGOLN2	975949	211	18	123080	36040	0	3	1	0	50	8	1939480	1.681243e-01	1
ZNF621	195638	546	22	125640	34680	0	1	0	0	50	7	2354240	1.688615e-01	1
TUB	189808	555	12	166480	46400	0	3	0	0	50	6	2425200	1.691809e-01	1
CHAC2	NaN	NaN	NaN	53200	14600	0	1	0	0	50	11	4469160	1.692565e-01	1
C12orf76	1009535	193	57	40040	10360	0	1	0	0	50	7	2304000	1.693174e-01	1
LUC7L	1267639	220	36	108680	29800	0	1	0	0	50	6	1873960	1.694097e-01	1
C14orf119	1261207	185	41	39520	11600	0	1	0	0	50	6	2423920	1.695426e-01	1
C1orf122	445096	375	33	30920	10480	0	1	0	0	50	9	2223800	1.695500e-01	1
TMEM207	163494	373	9	42400	12680	0	1	0	0	50	11	2338280	1.697086e-01	1
NPVF	254553	444	32	57560	14560	0	1	0	0	50	7	2834520	1.704854e-01	1
CAP2	249798	454	-8	140440	37280	0	1	0	0	50	6	2307120	1.706943e-01	1
ARX	252498	NaN	11	151680	52920	0	1	0	0	50	7	2660880	1.711414e-01	1
MUSK	254657	422	9	253120	70880	0	1	0	0	50	1	2625880	1.711904e-01	1
LRRC40	297942	492	-14	176120	47680	0	2	0	0	50	2	2122160	1.713216e-01	1
PELI3	1941577	194	51	130320	42120	0	2	0	0	50	6	2260840	1.718354e-01	1
M6PR	299430	416	11	80840	22000	0	1	0	0	50	1	2516280	1.723988e-01	1
RASA1	154501	726	24	306440	83560	0	2	0	0	50	16	5360400	1.724041e-01	1
BRPF1	955408	348	34	348680	97120	0	3	0	0	50	1	2437880	1.725085e-01	1
TAF12	816470	183	25	48000	12720	0	1	0	0	50	7	2317120	1.731426e-01	1
PRPF40B	2010227	265	53	256360	69320	0	2	0	0	50	7	2369760	1.731890e-01	1
FERD3L	103347	812	-15	46560	14040	0	1	0	0	50	9	2629160	1.733033e-01	1
ZNF519	134820	933	-24	158840	36880	0	1	0	0	50	8	2896400	1.733736e-01	1
C9orf139	1951939	202	40	51520	17720	0	1	0	0	50	4	2403640	1.736359e-01	1
RAB14	611254	365	27	65280	15840	0	1	0	0	50	2	2254840	1.738444e-01	1
HIST1H3E	390169	544	57	37200	12360	0	1	0	0	50	5	1557600	1.745698e-01	1
KCNJ8	501891	984	-9	119160	34800	0	2	0	0	50	8	2331520	1.747068e-01	1
FERMT3	1602391	278	57	192000	55200	0	1	1	0	50	3	2344280	1.747111e-01	1
SAMD4A	653012	376	38	215400	61920	0	2	0	0	50	3	2836320	1.747905e-01	1
DDX42	1259976	346	12	272800	73400	0	2	0	0	50	9	2840200	1.750661e-01	1
SIGIRR	2206786	344	58	115360	36440	0	2	0	0	50	8	2711120	1.753006e-01	1
SIRPD	422390	424	46	56120	16840	0	1	0	0	50	4	2344720	1.755282e-01	1
PRH1	NaN	NaN	NaN	47800	14720	0	1	0	0	50	11	4469280	1.759081e-01	1
DDX24	200295	605	47	245080	68360	0	3	0	0	50	0	2162320	1.759118e-01	1
MCOLN1	609287	308	36	166440	48960	0	1	0	0	50	7	2647360	1.760586e-01	1
LRP11	423793	234	42	138280	44960	0	2	0	0	50	4	1955160	1.761457e-01	1
EIF5AL1	342919	284	39	43760	12280	0	1	0	0	39	2	1585600	1.762684e-01	1
PWP2	879237	219	61	265600	75440	0	3	0	0	50	3	2127160	1.763248e-01	1
ERF	790787	299	37	148560	50520	0	1	0	0	50	8	2863480	1.763746e-01	1
ILF2	1656449	183	40	115040	32200	0	1	0	0	50	11	2391080	1.766591e-01	1
